# entry,name,display_id,minlevel,maxlevel,faction,npcflag,type,rank,unit_class,speed_walk,speed_run,base_attack_time,damage_modifier,health_modifier
15639,Arcane Warder,16348,5,6,91,0,4,0,1,1.20,1.14,2000,1.00,1.00
15641,Amani Axe Thrower,17302,8,9,1643,0,7,0,1,1.00,0.86,2000,1.00,1.00
15642,Amani Shadowpriest,17304,8,10,1643,0,7,0,2,1.00,0.86,2000,1.00,1.00
15643,Amani Berserker,17303,9,10,1643,0,7,0,1,1.00,0.86,2000,1.00,1.00
15644,Wretched Urchin,15513,4,5,16,0,7,0,2,1.00,0.86,2000,1.00,1.00
15645,Wretched Thug,15513,7,8,16,0,7,0,2,1.00,0.86,2000,1.00,1.00
15646,[Unused] Mana Leech,15589,4,6,14,0,1,0,1,1.00,1.14,2000,1.00,1.00
15647,Mana Stalker,15438,5,6,91,0,4,0,2,1.00,0.86,2000,1.00,1.00
15648,Manawraith,14252,6,7,91,0,4,0,2,1.00,0.86,2000,1.00,1.00
15649,Feral Dragonhawk Hatchling,17547,5,6,7,0,1,0,2,1.00,0.86,2000,1.00,1.00
15650,Crazed Dragonhawk,17545,7,8,7,0,1,0,2,1.00,0.86,2000,1.00,1.00
15651,Springpaw Stalker,15506,6,7,38,0,1,0,1,1.00,0.86,1600,1.00,1.00
15652,Elder Springpaw,18167,8,9,38,0,1,0,1,1.00,1.00,1600,1.00,1.00
15653,Springpaw Matriarch,15593,9,10,38,0,1,0,1,1.20,1.14,2000,1.00,1.10
15654,Plaguebone Pillager,9785,5,6,21,0,6,0,1,1.00,0.86,2000,1.00,1.00
15655,Rotlimb Cannibal,646,6,7,21,0,6,0,1,0.78,0.86,2000,1.00,1.00
15656,Angershade,4870,7,8,21,0,6,0,8,1.00,0.86,2000,1.00,1.10
15657,Darkwraith,4629,9,10,21,0,6,0,8,1.00,0.86,2000,1.00,1.15
15658,Rotlimb Marauder,137,8,9,21,0,6,0,1,0.78,0.86,2000,1.00,1.00
15661,Baby Shark,15595,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
15664,Metzen the Reindeer,15903,5,5,35,1,1,0,1,1.00,1.29,2000,1.00,1.00
15665,Mounted Reindeer,15902,1,2,35,0,6,0,1,1.00,1.39,2000,1.00,1.00
15666,Blue Qiraji Battle Tank,15672,1,2,35,0,10,0,1,1.36,1.14,2000,1.00,1.00
15668,Grimscale Murloc,346,7,8,18,0,7,0,1,1.00,0.86,2200,1.00,1.00
15669,Grimscale Oracle,3619,7,8,18,0,7,0,2,1.00,0.86,2000,1.00,1.00
15670,Grimscale Forager,1005,6,7,18,0,7,0,1,1.00,0.86,2000,1.00,1.00
15694,Stormwind Reveler,15766,1,59,35,1,7,0,1,1.00,1.14,2000,1.00,1.00
15698,Father Winter's Helper,15660,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
15699,Tranquil Mechanical Yeti,10269,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
15705,Winter's Little Helper,15663,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
15710,Tiny Snowman,15671,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
15711,Black Qiraji Battle Tank,15676,1,2,35,0,10,0,1,1.36,1.14,2000,1.00,1.00
15713,Blue Qiraji Battle Tank,15678,1,1,35,0,0,0,1,1.00,1.39,2000,1.00,1.00
15714,Yellow Qiraji Battle Tank,15680,1,2,35,0,10,0,1,1.00,1.39,2000,1.00,1.00
15715,Green Qiraji Battle Tank,15679,1,2,35,0,10,0,1,1.00,1.39,2000,1.00,1.00
15716,Red Qiraji Battle Tank,15681,1,2,35,0,10,0,1,1.00,1.39,2000,1.00,1.00
15719,Thunder Bluff Reveler,15770,1,60,35,1,7,0,1,1.00,1.14,2000,1.00,1.00
15723,Booty Bay Reveler,15762,15,25,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
15729,Father Winter's Helper (BIG) gm,15687,1,1,188,0,10,0,1,1.20,1.14,2000,1.00,1.00
15776,Christmas Warchief Rend Blackhand,15736,1,1,40,0,7,1,1,1.00,1.43,2000,35.00,10.00
15793,Tauren Male Winter Reveler,18807,1,60,35,0,7,0,1,1.20,1.14,2000,1.00,1.00
15801,GONG BOY DND DNR,13069,4,11,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
15805,Minor Resonating Crystal,13069,15,15,370,0,10,1,1,1.00,1.14,2000,7.50,3.00
15810,Eroded Anubisath Warbringer,15700,16,17,370,0,10,1,1,1.00,1.14,2000,7.50,4.00
15811,Faltering Silithid Flayer,11096,11,14,370,0,10,1,1,1.00,1.14,2000,7.50,1.80
15812,Qiraji Officer,15785,18,20,370,0,10,1,1,1.00,0.99,2000,7.50,7.00
15813,Qiraji Officer Zod,15738,20,20,370,0,10,1,1,1.00,2.00,2000,7.50,7.00
15832,Father Winter's Helper (BIG) rm,15806,1,1,188,0,10,0,1,1.20,1.14,2000,1.00,1.00
15835,Father Winter's Helper (BIG) rf,15799,1,1,188,0,10,0,1,1.20,1.14,2000,1.00,1.00
15838,Father Winter's Helper (BIG) gf,15795,1,1,188,0,10,0,1,1.20,1.14,2000,1.00,1.00
15839,Might of Kalimdor Grunt,15838,13,15,777,0,7,0,1,1.00,1.14,2000,1.00,1.00
15840,Might of Kalimdor Sergeant,15811,15,17,777,0,7,0,1,1.00,1.14,2000,1.00,1.00
15878,Warcaller Finster,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
15893,Lunar Firework Credit Marker,15294,1,1,114,0,10,0,1,1.00,1.14,2000,1.00,1.35
15894,Lunar Cluster Credit Marker,15294,1,1,114,0,10,0,1,1.00,1.14,2000,1.00,1.35
15902,Giant Spotlight,15880,1,1,35,0,10,0,1,1.20,1.14,2000,1.00,1.35
15905,Darnassus Reveler,15883,1,60,35,1,7,0,1,1.00,1.14,2000,1.00,1.00
15906,Ironforge Reveler,15887,3,60,35,1,7,0,1,1.00,1.14,2000,1.00,1.00
15907,Undercity Reveler,15895,1,60,35,1,7,0,1,1.00,1.14,2000,1.00,1.00
15908,Orgrimmar Reveler,15891,1,60,35,1,7,0,1,1.00,1.14,2000,1.00,1.00
15919,Jade Owl,15905,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
15920,Hathvelion Sungaze,15916,12,12,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
15921,Captain Kelisendra,16036,11,11,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
15923,Golden Hare,15918,5,5,1555,0,8,0,1,1.00,1.14,2000,1.00,1.00
15924,Apprentice Loralthalis,15919,6,6,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
15926,Black Pearl Panther,15920,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
15927,Truesilver Crab,18117,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
15937,Mmmrrrggglll,1773,9,9,18,0,7,0,2,1.00,1.14,2000,1.00,1.10
15938,Eversong Ranger,15936,12,12,1603,0,7,0,8,1.00,1.14,1500,1.00,1.05
15941,Apprentice Ralen,17289,8,8,1604,2,7,0,8,1.00,1.14,1500,1.00,1.05
15942,Ranger Sareyn,15520,15,15,1604,3,7,0,2,1.00,1.14,1500,1.00,1.05
15944,Ruby Serpent,15923,5,5,35,0,12,0,1,1.00,1.14,2000,1.00,1.00
15945,Apprentice Meledor,17290,8,8,1604,2,7,0,8,1.00,1.14,1500,1.00,1.05
15948,Emerald Owl,15905,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
15949,Thaelis the Hungerer,15925,6,6,16,0,7,0,2,1.00,1.14,2000,1.00,1.00
15950,Grimscale Seer,15926,6,7,18,0,7,0,2,1.00,0.86,2000,1.00,1.00
15951,Magister Duskwither,16658,16,16,1604,3,7,0,8,1.00,1.14,2000,1.00,1.05
15955,Black Diamond Crab,18116,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
15958,Gharsul the Remorseless,11397,8,8,21,0,6,0,8,1.00,1.14,2000,1.00,1.00
15959,Dark Iron Scorpid,18115,5,5,1555,0,12,0,1,1.00,1.14,2000,1.00,1.00
15965,Duskwither Apprentice,15513,10,10,16,0,7,0,8,1.00,0.86,2000,1.00,1.00
15966,Mana Serpent,15934,9,10,14,0,1,0,2,1.00,1.14,2000,1.00,1.00
15967,Ether Fiend,15438,9,10,91,0,4,0,2,1.00,1.14,2000,1.00,1.00
15968,Darnassian Scout,15935,6,7,124,0,7,0,1,1.00,1.14,2000,1.00,1.00
15969,Groundskeeper Wyllithen,16655,8,8,1604,3,7,0,1,1.00,1.14,2000,1.00,1.50
15971,Silvermoon Apprentice,16469,8,8,1604,0,7,0,8,1.00,1.14,1500,1.00,1.05
15982,"[PH] Valentine Reveler, Male",15762,1,60,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
15983,"[PH] Valentine Reveler, Female",15764,1,60,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
15985,Eric Maloof Test Guy,6769,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
15992,Sam's Test Dummy 1,2467,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,0.15
15993,Sam's Test Dummy 2,2467,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,0.15
15996,Sam's Test Dummy 1 (1),2467,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,0.15
15997,Sam's Test Dummy 2 (1),2467,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,0.15
15998,Sam's Test Dummy 1 (2),2467,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,0.15
15999,Sam's Test Dummy 2 (2),2467,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,0.15
16000,World Master Tailoring Trainer,2575,10,10,35,80,7,0,1,1.20,1.14,2000,1.00,1.00
16001,Aldris Fourclouds,15949,5,5,80,2,7,0,1,1.25,1.14,1500,1.00,1.00
16002,Colara Dean,15950,5,5,12,3,7,0,1,1.20,1.14,1500,1.00,1.00
16003,Deathguard Tor,15951,5,5,68,2,7,0,1,1.00,1.14,1500,1.00,1.00
16004,Elenia Haydon,15952,5,5,68,2,7,0,1,1.10,1.14,1500,1.00,1.00
16005,Lieutenant Jocryn Heldric,15953,5,5,12,2,7,0,1,1.20,1.14,1500,1.00,1.00
16007,Orok Deathbane,15954,5,5,29,2,7,0,1,1.00,1.14,1500,1.00,1.00
16008,Temma of the Wells,15955,5,5,104,2,7,0,1,1.25,1.14,1500,1.00,1.00
16009,Tormek Stoneriver,15956,5,5,55,2,7,0,1,1.20,1.14,1500,1.00,1.00
16030,Maggot,9904,1,1,31,0,8,0,1,1.00,0.86,2000,1.00,0.20
16045,Isalien Trigger,11686,1,1,114,0,10,0,1,1.00,1.14,2000,5.00,1.35
16046,Jarien and Sothos Trigger,11686,1,1,114,0,10,0,1,1.00,1.14,2000,3.50,1.35
16047,Kormok Trigger,11686,1,1,114,0,10,0,1,1.00,1.14,2000,3.50,1.35
16068,Larva,9904,1,1,31,0,8,0,1,1.00,0.86,2000,1.00,0.20
16069,Gurky,15984,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
16075,Kwee Q. Peddlefeet,15990,1,1,35,3,7,0,1,1.00,1.00,2000,1.00,1.00
16085,Peddlefeet,15992,1,1,188,0,12,0,1,1.00,1.14,2000,1.00,1.00
16089,Omar the Test Dragon,30721,1,1,14,0,2,1,1,1.00,1.14,2000,1.00,1.00
16105,Aristan Mottar,16005,5,5,12,2,7,0,1,1.20,1.14,1500,1.00,1.00
16106,Evert Sorisam,16006,5,5,12,2,7,0,1,1.25,1.14,1500,1.00,1.00
16107,Apothecary Staffron Lerent,16007,5,5,35,2,7,0,1,1.00,1.14,1500,1.00,1.00
16108,Fenstad Argyle,16008,5,5,68,2,7,0,1,1.25,1.14,1500,1.00,1.00
16109,Mara Rennick,16009,5,5,68,2,7,0,8,1.25,1.14,1500,1.00,1.00
16110,Annalise Lerent,16010,5,5,35,0,7,0,1,1.00,1.14,1500,1.00,1.00
16111,Love Fool,16011,20,20,14,0,9,0,1,1.00,1.00,2000,1.00,2.00
16121,Mortar,15435,1,1,1617,0,9,0,1,1.00,0.86,2000,1.00,1.00
16129,Shadow Fissure,15294,1,1,35,0,10,0,1,1.00,0.86,5500,1.00,1.00
16138,[UNUSED] Scourge Invasion Guardian,987,1,1,14,0,6,0,1,1.00,1.14,2000,1.00,1.00
16144,Lord Saltheril,16037,18,18,1604,3,7,0,2,1.00,1.14,2000,1.00,1.00
16147,Elisara Sunstriker,16038,9,9,1604,1,7,0,1,1.00,1.14,2000,1.00,1.00
16160,Magistrix Eredania,16046,16,16,1604,81,7,0,8,1.00,1.14,2000,1.00,1.05
16161,Arcanist Sheynathren,16047,15,15,1604,81,7,0,8,1.00,1.14,2000,1.00,1.05
16162,Wretched Hooligan,15513,6,7,16,0,7,0,2,1.00,0.86,2000,1.00,1.00
16183,Courier Dawnstrider,16055,12,12,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
16185,Anathos,16675,10,10,1604,4194305,7,0,8,1.00,1.14,1500,1.00,1.00
16186,Vara,16690,9,9,1604,4224,7,0,8,1.00,1.14,1500,1.00,1.00
16187,Quartermaster Lymel,16073,18,18,1623,387,7,0,1,1.00,1.14,2000,1.00,1.05
16190,Expansion Enchanting Trainer,2575,1,80,35,80,7,0,1,1.20,1.14,2000,1.00,1.00
16196,Apothecary Thedra,16062,12,12,1623,3,7,0,1,1.00,1.14,2000,1.00,1.00
16197,Arcanist Vandril,16079,14,14,1623,3,7,0,8,0.60,1.14,2000,1.00,1.05
16198,Apothecary Renzithen,16071,12,12,68,3,7,0,1,1.00,1.14,2000,1.00,1.00
16199,Magister Darenis,16470,13,13,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
16200,Deathstalker Rathiel,16127,19,19,1623,2,7,0,1,1.00,1.14,2000,1.00,1.00
16201,Geranis Whitemorn,16123,12,12,1623,3,7,0,1,1.00,1.14,2000,1.00,1.00
16202,Farstrider Sedina,16120,12,12,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
16203,Ranger Vynna,16121,12,12,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
16204,Magister Idonis,16472,18,18,1623,3,7,0,8,1.00,1.14,2000,1.00,1.00
16205,Magistrix Aminel,16115,16,16,1604,3,7,0,8,1.00,1.14,2000,1.00,1.00
16206,Apprentice Varnis,18682,12,12,1604,1,7,0,1,1.00,1.14,2000,1.00,1.00
16207,Scout Fionna,16055,12,12,1604,0,7,0,1,1.20,1.14,2000,1.00,1.00
16208,Apothecary Enith,16113,12,12,1604,1,7,0,1,1.00,1.14,2000,1.00,1.00
16209,Ranger Vedoran,18683,12,12,1604,1,7,0,1,1.00,1.14,2000,1.00,1.00
16210,Magistrix Landra Dawnstrider,16065,12,12,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
16211,Naxxramas Combat Dummy,16074,1,1,1095,0,9,0,1,1.00,1.00,2000,1.00,1.00
16213,Ranger Lethvalin,16067,9,9,1604,3,7,0,1,1.00,1.14,2000,1.00,1.05
16214,Necropolis Controller,11686,1,1,35,0,10,0,1,1.20,1.14,2000,1.00,1.00
16217,Lieutenant Tomathren,16068,13,13,1636,1,7,0,1,0.40,1.14,2000,1.00,1.05
16219,Ranger Valanna,16069,12,12,1604,3,7,0,1,1.00,1.14,2000,1.00,1.05
16220,Captain Helios,16070,20,20,1602,3,7,0,1,1.00,1.14,2000,1.00,1.05
16224,Rathis Tomber,16072,11,11,1623,131,7,0,1,1.00,1.14,2000,1.00,1.05
16225,Pack Mule,14546,1,2,35,0,1,0,1,1.00,1.29,2000,1.00,1.00
16231,Dame Auriferous,16080,18,18,1623,3,7,0,1,1.00,1.14,2000,1.00,1.05
16237,Magister Sylastor,16083,16,16,1623,2,7,0,8,1.00,1.14,2000,1.00,1.05
16238,Night Elf Ambusher,16084,15,15,80,0,7,0,1,1.00,1.14,2000,1.00,1.00
16239,Magister Kaendris,16471,20,20,1604,3,7,0,1,1.00,1.14,2000,1.00,1.00
16242,Tranquillien Scout,16088,16,16,1628,0,7,0,1,1.00,0.86,2000,1.00,1.20
16247,Borgoth the Bloodletter,15962,20,20,21,0,6,0,1,1.00,1.14,2000,1.00,1.30
16248,Jurion the Deceiver,7857,20,20,21,0,6,0,2,1.00,1.14,2000,1.00,1.20
16249,Masophet the Black,11396,20,20,21,0,6,0,8,1.00,1.14,2000,1.00,1.20
16250,Mirdoran the Fallen,18162,20,20,21,0,6,0,1,1.00,1.14,2000,1.00,1.10
16251,Deathstalker Maltendis,16100,16,16,1628,3,7,0,1,1.00,1.14,2000,1.00,1.05
16252,High Executor Mavren,16099,20,20,1628,3,7,0,1,1.00,1.14,2000,1.00,1.20
16253,Master Chef Mouldier,16103,14,14,1623,211,7,0,8,1.00,1.14,2000,1.00,1.05
16257,Geron,16703,13,13,1604,4224,7,0,2,1.00,1.14,1500,1.00,1.00
16258,Farsil,16702,11,11,1604,4224,7,0,2,1.00,1.14,1500,1.00,1.00
16259,Sheri,16687,10,10,1604,384,7,0,2,1.00,1.14,1500,1.00,1.00
16260,Areyn,16676,10,10,1604,4224,7,0,8,1.00,1.14,1500,1.00,1.00
16261,Sathiel,16713,10,10,1604,4225,7,0,8,1.00,1.14,1500,1.00,1.00
16262,Landraelanis,16705,11,11,1604,128,7,0,8,1.00,1.14,1500,1.00,1.00
16263,Paelarin,16704,9,9,1604,4225,7,0,1,1.00,1.14,1500,1.00,1.00
16264,Winaestra,16691,15,15,1604,129,7,0,2,1.00,1.14,1500,1.00,1.00
16265,Smith Daelarin,16714,13,13,1604,80,7,0,1,1.20,1.14,2000,1.00,1.00
16266,Celoenus,16700,12,12,1604,49,7,0,8,1.00,1.14,1500,1.00,1.00
16267,Daestra,16677,12,12,1604,0,7,0,8,1.00,1.14,1500,1.00,1.00
16268,Eralan,16678,15,15,1604,1155,7,0,1,1.00,1.14,1500,1.00,1.00
16269,Garridel,16680,12,12,1604,49,7,0,8,1.00,1.14,1500,1.00,1.00
16270,Hannovia,16681,12,12,1604,49,7,0,2,1.00,1.14,1500,1.00,1.00
16271,Telenus,16715,12,12,1604,19,7,0,2,1.00,1.14,1500,1.00,1.00
16272,Kanaria,16683,8,8,1604,81,7,0,2,1.00,1.14,2000,1.00,1.00
16273,Mathreyn,16706,11,11,1604,80,7,0,1,1.00,1.14,1500,1.00,1.00
16274,Narina,16684,14,14,1604,4224,7,0,1,1.00,1.14,1500,1.00,1.00
16275,Noellene,16685,12,12,1604,51,7,0,2,1.00,1.14,1500,1.00,1.00
16276,Ponaris,16707,12,12,1604,51,7,0,8,1.00,1.14,1500,1.00,1.00
16277,Quarelestra,16686,14,14,1604,81,7,0,2,1.00,1.14,2000,1.00,1.00
16278,Sathein,16708,11,11,1604,80,7,0,1,1.00,1.14,1500,1.00,1.00
16279,Tannaria,16689,12,12,1604,49,7,0,1,1.00,1.14,1500,1.00,1.00
16280,Perascamin,16712,15,15,1604,83,7,0,2,1.00,1.14,1500,1.00,1.00
16288,Advisor Sorrelon,16265,20,20,1604,3,7,0,8,1.00,1.14,2000,1.00,1.05
16289,Advisor Valwyn,16117,15,15,1623,3,7,0,1,1.00,1.14,2000,1.00,1.05
16291,Magister Quallestis,16118,17,17,1623,3,7,0,8,1.00,1.14,2000,1.00,1.05
16292,Aquantion,11172,13,13,16,0,4,0,2,1.00,1.29,2000,1.00,2.00
16293,Apprentice Shatharia,16119,12,12,1623,3,7,0,8,1.00,1.14,2000,1.00,1.05
16294,Aldaron the Reckless,15925,8,8,16,0,7,0,2,1.00,1.14,2000,1.00,1.00
16295,Ranger Lilatha,16122,16,16,1602,2,7,0,1,1.00,1.14,2000,1.00,1.10
16300,Risen Creeper,1200,9,10,1630,0,6,0,1,1.00,1.14,2000,1.00,1.00
16301,Risen Hungerer,1197,13,14,1630,0,6,0,1,1.00,1.14,2000,1.00,1.00
16302,Risen Stalker,10970,16,17,21,0,6,0,1,1.00,1.14,2000,1.00,1.00
16303,Dreadbone Skeleton,158,10,11,21,0,6,0,1,0.89,1.14,2000,1.00,1.00
16304,Arcane Devourer,14272,11,12,834,0,4,0,2,1.00,1.14,2000,1.00,1.00
16305,Dreadbone Sentinel,733,17,18,21,0,6,0,1,0.89,1.14,2000,1.00,1.00
16306,"Scourge Invasion Minion, spawner, Ghost/Ghoul",11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
16307,Deathcage Scryer,1245,9,11,21,0,6,0,2,1.00,1.14,2000,1.00,1.00
16308,Deathcage Sorcerer,11397,16,18,21,0,6,0,2,1.00,1.14,2000,1.00,1.00
16309,Gangled Cannibal,137,12,13,1630,0,6,0,1,0.78,1.14,2000,1.00,1.00
16310,Mana Shifter,15934,12,12,834,0,1,0,2,1.00,1.14,2000,1.00,1.00
16311,Phantasmal Watcher,14702,12,14,21,0,6,0,2,1.00,1.14,2000,1.00,1.00
16312,Spectral Screamer,915,14,16,21,0,6,0,1,1.20,1.14,2000,1.00,1.00
16313,Nerubis Guard,11178,9,10,21,0,6,0,2,1.00,1.14,2000,1.00,1.00
16314,Fallen Ranger,10728,15,15,21,0,6,0,1,1.00,1.14,2000,1.00,1.00
16315,Deatholme Acolyte,10535,14,15,21,0,7,0,2,1.00,1.14,2000,1.00,1.00
16316,Stonewing Tracker,11071,16,17,21,0,6,0,1,1.00,1.14,2000,1.00,1.00
16317,Deatholme Necromancer,10539,18,19,21,0,7,0,2,1.00,1.14,2000,1.00,1.00
16318,Deatholme Darkmage,10631,17,18,21,0,7,0,8,1.00,1.14,2000,1.00,1.00
16319,Nerubis Centurion,9758,18,19,21,0,6,0,1,1.00,1.14,2000,1.00,1.00
16320,Eye of Dar'Khan,4629,19,20,21,0,6,0,2,1.00,1.14,2000,1.00,1.00
16321,Wailer,10750,18,19,21,0,6,0,1,1.00,1.14,2000,1.00,1.00
16322,Gangled Flesheater,1065,10,11,1630,0,6,0,1,0.78,1.14,2000,1.00,1.00
16323,Phantasmal Seeker,4629,12,14,21,0,6,0,2,1.00,1.14,2000,1.00,1.00
16324,Stonewing Slayer,7533,13,14,21,0,6,0,1,1.00,1.14,2000,1.00,1.00
16325,Quel'dorei Ghost,16124,10,11,16,0,6,0,1,1.00,1.14,2000,1.00,1.00
16326,Quel'dorei Wraith,17306,11,11,16,0,6,0,1,1.00,1.14,2400,1.00,1.00
16327,Ravening Apparition,146,11,12,16,0,6,0,1,1.11,1.14,2000,1.00,1.00
16328,Vengeful Apparition,10701,12,12,16,0,6,0,1,1.11,1.14,2000,1.00,1.00
16330,Sentinel Spy,4841,10,11,124,0,7,0,1,1.00,1.14,2000,1.00,1.00
16331,Darnassian Druid,16782,13,14,124,0,7,0,2,1.00,1.14,2000,1.00,1.00
16332,Darnassian Huntress,2306,14,15,124,0,7,0,1,1.00,1.14,2000,1.00,1.00
16333,Sentinel Infiltrator,4845,15,16,124,0,7,0,1,1.00,1.14,2000,1.00,1.00
16334,Blackpaw Gnoll,848,13,14,70,0,7,0,1,1.00,1.19,2000,1.00,1.00
16335,Blackpaw Scavenger,10851,12,13,70,0,7,0,1,1.20,1.14,2000,1.00,1.00
16336,"Scourge Invasion Minion, spawner, Ghost/Skeleton",11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
16337,Blackpaw Shaman,10854,12,14,70,0,7,0,2,1.00,1.14,2000,1.00,1.00
16338,"Scourge Invasion Minion, spawner, Ghoul/Skeleton",11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
16339,Arcane Reaver,16347,15,16,14,0,4,0,1,1.00,1.14,2000,1.00,1.00
16340,Shadowpine Ripper,299,10,11,1643,0,7,0,1,1.00,1.14,2000,1.00,1.00
16341,Shadowpine Witch,16275,11,12,1643,0,7,0,2,1.00,1.14,2000,1.00,1.00
16342,Mummified Headhunter,4769,16,17,1643,0,6,0,1,1.00,1.14,2000,1.00,1.00
16343,Shadowpine Oracle,16275,15,16,1643,0,7,0,2,1.00,1.14,2000,1.00,1.00
16344,Shadowpine Headhunter,298,17,18,1643,0,7,0,1,1.00,1.14,2000,1.00,1.00
16345,Shadowpine Catlord,592,18,19,1643,0,7,0,2,1.00,1.14,2000,1.00,1.00
16346,Shadowpine Hexxer,590,17,19,1643,0,7,0,2,1.00,1.14,2000,1.00,1.00
16347,Starving Ghostclaw,18167,9,10,38,0,1,0,1,1.00,1.43,1500,1.00,1.00
16348,Ghostclaw Lynx,16245,13,14,38,0,1,0,1,1.00,1.43,1500,1.00,1.00
16349,Ghostclaw Ravager,15592,16,17,38,0,1,0,1,1.00,1.43,1500,1.00,1.00
16350,Spindleweb Spider,955,10,11,22,0,1,0,1,1.00,1.14,2000,1.00,1.00
16351,Spindleweb Lurker,1087,14,15,22,0,1,0,1,1.00,1.14,2000,1.00,1.00
16352,Greater Spindleweb,1090,17,18,22,0,1,0,1,1.00,1.14,2000,1.00,1.00
16353,Mistbat,14562,9,10,411,0,1,0,1,1.00,1.14,2000,1.00,1.00
16354,Vampiric Mistbat,3956,13,15,411,0,1,0,1,1.00,1.14,2000,1.00,1.00
16355,Lesser Scourgebat,14562,16,18,411,0,1,0,1,1.00,1.14,2000,1.00,1.00
16356,"Scourge Invasion Minion, finder",11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
16357,Anok'suten,9793,11,11,21,0,6,1,2,1.00,1.14,2000,1.70,3.00
16358,Kel'gash the Wicked,16128,20,20,1643,0,7,1,2,1.00,1.14,2000,1.70,3.50
16364,Infused Crystal,17856,10,10,775,0,10,0,1,1.00,1.14,1400,1.00,1.00
16366,Sempstress Ambershine,16133,15,15,1604,209,7,0,8,1.00,1.14,2000,1.00,1.05
16367,Botanist Tyniarrel,16134,15,15,1604,209,7,0,8,1.00,1.14,2000,1.00,1.05
16369,Polymorphed Chicken,16138,1,1,31,0,8,0,1,1.00,0.86,2000,1.00,0.01
16371,Polymorphed Pig,16358,3,3,14,0,1,0,1,0.91,1.14,2000,1.00,1.00
16372,Polymorphed Sheep,856,3,3,31,0,8,0,1,1.00,0.86,2000,1.00,0.20
16373,Polymorphed Rat,16143,1,1,31,0,8,0,1,1.00,0.86,2000,1.00,0.20
16374,Polymorphed Cockroach,5990,1,1,188,0,1,0,1,1.20,1.14,2000,1.00,1.00
16377,Polymorphed Turtle,16361,3,3,188,0,1,0,1,0.91,1.14,2000,1.00,1.00
16386,Necropolis Relay,16925,1,1,35,0,10,0,1,1.00,0.99,2000,1.00,1.00
16397,Ardeyn Riverwind,18828,12,12,1604,3,7,0,8,1.00,1.14,1500,1.00,1.05
16398,Necropolis Proxy,16925,1,1,35,0,10,0,1,1.00,0.99,2000,1.00,1.00
16401,Necropolis,11686,1,1,35,0,10,0,1,1.00,1.14,2000,4.00,1.00
16402,Zombified Grimscale,15926,12,13,18,0,6,0,1,1.00,1.14,2000,1.00,1.00
16403,Withered Grimscale,3619,12,13,18,0,6,0,1,1.00,1.14,2400,1.00,1.00
16404,Yellowgill Frenzy,7449,12,14,1878,0,1,0,1,1.00,1.14,1200,1.00,1.00
16405,Whitetail Frenzy,245,12,14,1878,0,1,0,1,1.00,1.14,1200,1.00,1.00
16418,Mupsi Shacklefridd,16171,20,20,35,3,7,0,1,1.00,1.14,2000,1.00,1.00
16420,Portal of Shadows,9510,1,1,14,0,10,0,1,1.00,1.00,2000,1.00,0.01
16421,Necropolis health,11686,1,1,35,0,10,0,1,1.00,1.14,2000,1.00,1.00
16422,Skeletal Soldier,12074,6,7,1630,0,6,0,1,1.00,0.86,2000,1.00,1.00
16423,Spectral Apparition,16169,6,7,1630,0,6,0,1,1.11,0.86,2000,1.00,1.00
16437,Spectral Spirit,16169,9,10,1630,0,6,0,1,1.11,0.86,2000,1.00,1.00
